Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
1996.12.00.a,1996-12-01,Unprovoked,NEW CALEDONIA,F,0,N
1958.10.00.a,1958-10-01,Unprovoked,PAPUA NEW GUINEA,M,26,N
1958.10.00.b,1958-10-01,Provoked,MEXICO,M,0,N
1958.10.05,1958-10-05,Unprovoked,USA,M,60,N
1958.10.12,1958-10-12,Unprovoked,USA,M,15,N
1958.11.05,1958-11-05,Boating,USA,UNIDENTIFIED,0,N
1958.11.07.R,1958-11-07,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1958.11.14,1958-11-14,Unknown,SOUTH AFRICA,M,0,N
1958.11.23,1958-11-23,Unprovoked,AUSTRALIA,M,21,Y
1958.12.12,1958-12-12,Unprovoked,AMERICAN SAMOA,M,22,Y
1958.12.13,1958-12-13,Unprovoked,USA,M,15,Y
1958.12.23,1958-12-23,Unprovoked,SOUTH AFRICA,M,14,Y
1958.12.27,1958-12-27,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,N
1958.12.28,1958-12-28,Boating,TURKEY,UNIDENTIFIED,0,UNKNOWN
1959.01.00,1959-01-01,Unprovoked,AUSTRALIA,M,0,N
1996.12.00.b,1996-12-01,Unprovoked,NEW CALEDONIA,M,0,Y
1959.01.15,1959-01-15,Unprovoked,SOUTH AFRICA,M,18,N
1959.01.17.a,1959-01-17,Unprovoked,AUSTRALIA,M,17,N
1959.01.17.b,1959-01-17,Unprovoked,AUSTRALIA,M,22,Y
1959.01.25,1959-01-25,Unprovoked,AUSTRALIA,M,16,N
1959.01.27,1959-01-27,Unprovoked,ECUADOR,M,57,N
1959.01.31,1959-01-31,Unprovoked,AUSTRALIA,M,20,N
1959.02.01,1959-02-01,Unprovoked,SOUTH AFRICA,M,14,N
1959.02.02,1959-02-02,Unprovoked,SOLOMON ISLANDS,M,15,Y
1959.02.06,1959-02-16,Provoked,PAPUA NEW GUINEA,M,0,N
1959.02.27,1959-02-27,Unprovoked,VENEZUELA,M,0,N
1959.02.28,1959-02-28,Boating,AUSTRALIA,M,0,N
1959.03.00,1959-03-01,Boating,USA,M,0,N
1959.03.08,1959-03-08,Unprovoked,PHILIPPINES,M,20,Y
1959.03.29,1959-03-29,Unprovoked,USA,M,13,N
1959.04.05,1959-04-05,Unprovoked,AUSTRALIA,M,0,N
1959.04.09.b,1959-04-09,Unprovoked,USA,M,0,N
1959.04.09..a,1959-04-09,Unprovoked,SOUTH AFRICA,M,0,N
1959.04.11,1959-04-11,Unprovoked,AUSTRALIA,M,43,N
1959.04.27,1959-04-27,Unknown,AUSTRALIA,M,22,N
1998.01.28.a,1998-01-01,Unprovoked,NEW CALEDONIA,M,0,N
1959.05.03,1959-05-03,Unprovoked,USA,M,19,N
1959.05.07,1959-05-07,Unprovoked,USA,M,18,Y
1959.00.00.b,1959-05-12,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1959.00.00.e,1959-05-12,Provoked,ATLANTIC OCEAN,M,0,N
1959.00.00.a,1959-05-12,Provoked,PAPUA NEW GUINEA,M,0,N
1959.00.00.c,1959-05-12,Unprovoked,PAPUA NEW GUINEA,M,0,N
1959.00.00.d,1959-05-12,Unprovoked,PAPUA NEW GUINEA,M,0,N
1959.05.16,1959-05-16,Unprovoked,USA,F,37,N
1959.05.30,1959-05-30,Provoked,SOUTH AFRICA,M,23,N
1959.06.13,1959-06-13,Unknown,USA,UNIDENTIFIED,0,Y
1959.06.14.b,1959-06-14,Unprovoked,MEXICO,M,0,Y
1959.06.14.a,1959-06-14,Unprovoked,USA,M,33,Y
1959.06.26.R,1959-06-26,Unprovoked,TURKEY,M,0,N
1959.07.00.a,1959-07-01,Unprovoked,MEXICO,M,0,Y
1959.07.02,1959-07-02,Provoked,USA,M,13,N
1959.07.03.a & b,1959-07-03,Sea Disaster,CARIBBEAN SEA,UNIDENTIFIED,27,Y
1959.07.23.a,1959-07-23,Provoked,USA,M,0,N
1959.07.23.b,1959-07-23,Boating,USA,UNIDENTIFIED,0,N
1959.07.25.a,1959-07-25,Boating,USA,UNIDENTIFIED,21,N
1959.07.25.b,1959-07-25,Unprovoked,JAPAN,M,22,Y
1959.07.28,1959-07-28,Unprovoked,USA,M,25,N
1959.07.30,1959-07-30,Provoked,USA,UNIDENTIFIED,0,N
1959.08.05,1959-08-05,Unknown,USA,M,0,N
1959.08.10,1959-08-10,Unprovoked,USA,F,15,N
1959.08.12,1959-08-12,Provoked,CROATIA,M,0,N
1959.08.13,1959-08-13,Provoked,USA,M,32,N
1959.08.14.b,1959-08-14,Provoked,USA,M,0,N
1959.08.14.a,1959-08-14,Sea Disaster,PHILIPPINES,UNIDENTIFIED,0,Y
1959.08.15.a,1959-08-15,Unprovoked,USA,M,26,Y
1959.08.15.b,1959-08-15,Unknown,USA,M,21,N
1959.08.20,1959-08-20,Unknown,PHILIPPINES,M,10,Y
1959.08.25,1959-08-25,Unknown,JAPAN,M,14,N
1959.08.30,1959-08-30,Unknown,AUSTRALIA,M,0,N
1959.08.31.R,1959-08-31,Boating,AZORES,UNIDENTIFIED,0,N
1959.09.02,1959-09-02,Unknown,USA,M,0,N
1959.09.10.R,1959-09-10,Unprovoked,INDIA,UNIDENTIFIED,0,Y
1959.09.26.a,1959-09-26,Boating,USA,UNIDENTIFIED,0,UNKNOWN
1959.09.26.b,1959-09-26,Sea Disaster,USA,M,30,N
1959.09.27,1959-09-27,Unknown,BERMUDA,F,29,Y
1959.09.30,1959-09-30,Unprovoked,PHILIPPINES,M,28,N
1959.10.00,1959-10-01,Unprovoked,FIJI,M,36,N
1959.10.02,1959-10-02,Unprovoked,FIJI,M,0,Y
1959.10.04,1959-10-04,Unprovoked,USA,M,30,N
1959.10.05,1959-10-05,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,N
1959.11.01,1959-11-01,Provoked,PAPUA NEW GUINEA,M,0,N
1959.11.09,1959-11-09,Provoked,AUSTRALIA,M,0,N
1959.11.10,1959-11-10,Unprovoked,USA,M,21,N
1959.11.12.R,1959-11-12,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1959.11.15,1959-11-15,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1959.11.16,1959-11-16,Unknown,USA,UNIDENTIFIED,0,Y
1959.11.22,1959-11-22,Unprovoked,AUSTRALIA,M,19,N
1959.11.28,1959-11-28,Unprovoked,AUSTRALIA,M,17,N
1959.11.29,1959-11-29,Unprovoked,AUSTRALIA,M,19,N
1959.12.00,1959-12-01,Sea Disaster,MALDIVE ISLANDS,F,3,Y
1959.12.03,1959-12-03,Boating,NEW ZEALAND,M,0,N
1959.12.07,1959-12-07,Unknown,AUSTRALIA,M,0,N
1959.12.19.b,1959-12-19,Unprovoked,AUSTRALIA,M,29,Y
1959.12.19.a,1959-12-19,Sea Disaster,PHILIPPINES,M,0,Y
1959.12.26,1959-12-26,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,13,Y
1959.12.29,1959-12-29,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1960.01.01,1960-01-01,Provoked,SOUTH AFRICA,F,0,N
1960.01.07,1960-01-07,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1960.01.13,1960-01-13,Provoked,AUSTRALIA,M,0,N
1960.01.16,1960-01-16,Unprovoked,AUSTRALIA,M,13,Y
1960.01.21,1960-01-21,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1960.01.30,1960-01-30,Unprovoked,PAPUA NEW GUINEA,M,0,N
1960.02.03,1960-02-03,Unknown,USA,UNIDENTIFIED,0,Y
1960.02.07,1960-02-07,Provoked,AUSTRALIA,M,20,N
1960.02.10.,1960-02-10,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1960.02.19,1960-02-19,Unprovoked,PAPUA NEW GUINEA,M,26,Y
1960.02.24,1960-02-24,Provoked,SENEGAL,M,0,N
1960.02.27.a,1960-02-27,Unknown,USA,M,36,N
1960.02.27.b,1960-02-27,Unprovoked,NEW ZEALAND,M,22,N
1960.03.28,1960-03-28,Unprovoked,GUAM,M,44,N
1960.03.31,1960-03-31,Unprovoked,USA,M,42,N
1960.04.01,1960-04-01,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1960.04.00.b,1960-04-01,Provoked,PHILIPPINES,M,0,Y
1960.04.00.c,1960-04-01,Unprovoked,FIJI,F,0,Y
1960.04.00.a,1960-04-01,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1960.04.03.b,1960-04-03,Unprovoked,AUSTRALIA,M,0,N
1960.04.03.a,1960-04-03,Unprovoked,AUSTRALIA,M,0,N
1960.04.10,1960-04-10,Provoked,AUSTRALIA,M,0,N
1960.04.12,1960-04-12,Unprovoked,AUSTRALIA,M,17,N
1960.04.20.R,1960-04-20,Provoked,SOUTH AFRICA,M,0,N
1960.04.22,1960-04-22,Provoked,AUSTRALIA,M,0,N
1960.04.24,1960-04-24,Unprovoked,USA,M,48,N
1960.04.30,1960-04-30,Unprovoked,SOUTH AFRICA,M,16,N
1960.05.01,1960-05-01,Unprovoked,PAPUA NEW GUINEA,UNIDENTIFIED,0,Y
1960.00.00.j,1960-05-13,Unprovoked,NICARAGUA ,M,0,N
1960.00.00.i,1960-05-13,Unprovoked,GRENADA,M,9,N
1960.00.00.d,1960-05-13,Unprovoked,PAPUA NEW GUINEA,M,16,Y
1960.00.00.c,1960-05-13,Unprovoked,PAPUA NEW GUINEA,M,20,N
1960.05.16,1960-05-16,Provoked,USA,UNIDENTIFIED,0,N
1960.05.19,1960-05-19,Unprovoked,USA,F,16,N
1960.05.24,1960-05-24,Unprovoked,BERMUDA,M,25,N
1960.05.29,1960-05-29,Unprovoked,PANAMA,M,27,N
1960.06.04,1960-06-04,Unprovoked,USA,M,24,N
1960.06.05,1960-06-05,Unprovoked,PHILIPPINES,M,58,Y
1960.06.24,1960-06-24,Unprovoked,USA,M,39,N
1960.06.27.b,1960-06-27,Provoked,NEW ZEALAND,UNIDENTIFIED,0,N
1960.06.27.a,1960-06-27,Provoked,NORTH SEA,M,18,N
1960.06.29,1960-06-29,Provoked,USA,M,0,N
1960.07.02.a,1960-07-02,Unprovoked,PAPUA NEW GUINEA,M,0,N
1960.07.03,1960-07-03,Provoked,USA,M,41,N
1960.07.05,1960-07-05,Unprovoked,USA,M,17,N
1960.07.27,1960-07-27,Unprovoked,PAPUA NEW GUINEA,M,25,N
1960.08.00,1960-08-01,Unprovoked,USA,M,0,Y
1960.08.04.a,1960-08-04,Unprovoked,USA,M,46,N
1960.08.04.b,1960-08-04,Provoked,ENGLAND,M,25,N
1960.08.10,1960-08-10,Provoked,USA,M,15,N
1960.08.14,1960-08-14,Unknown,MOZAMBIQUE,UNIDENTIFIED,0,N
1960.08.21,1960-08-21,Unprovoked,USA,M,24,N
1960.08.22.R.,1960-08-22,Unprovoked,PAPUA NEW GUINEA,M,0,N
1960.08.22,1960-08-22,Unprovoked,USA,M,14,N
1960.08.24,1960-08-24,Unprovoked,USA,M,38,N
1960.08.25,1960-08-25,Unknown,USA,M,0,Y
1960.08.29,1960-08-29,Sea Disaster,SENEGAL,UNIDENTIFIED,0,Y
1960.08.30,1960-08-30,Unprovoked,USA,M,25,N
1960.09.01,1960-09-01,Unknown,MARSHALL ISLANDS,M,0,N
1960.09.02,1960-09-02,Unknown,MARSHALL ISLANDS,M,0,N
1960.09.18,1960-09-18,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1960.09.22,1960-09-22,Sea Disaster,PACIFIC OCEAN,M,0,N
1960.09.24,1960-09-24,Provoked,USA,M,0,N
1960.10.02,1960-10-01,Unknown,AUSTRALIA,M,24, N
1960.10.00.e,1960-10-01,Unprovoked,PAPUA NEW GUINEA,M,26, N
1960.10.00.a,1960-10-01,Unknown,JOHNSTON ISLAND,M,37,N
1960.10.00.b,1960-10-01,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1960.10.00.c,1960-10-01,Unknown,USA,M,0,Y
1998.04.00,1998-04-01,Unprovoked,NEW CALEDONIA,UNIDENTIFIED,0,N
1960.10.24,1960-10-24,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1960.10.25,1960-10-25,Sea Disaster,USA,M,36,N
1999.03.14.b,1999-03-14,Unprovoked,NEW CALEDONIA,M,0,N
1960.11.00.d,1960-11-01,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1960.11.00.b,1960-11-01,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1960.11.06,1960-11-06,Unprovoked,AUSTRALIA,M,24, N
1960.11.11,1960-11-11,Provoked,AUSTRALIA,M,17, N
1960.11.22,1960-11-22,Unknown,USA,F,51,Y
1960.11.27,1960-11-27,Unprovoked,AUSTRALIA,M,41, N
1960.12.01,1960-12-01,Unprovoked,AUSTRALIA,M,0,N
1960.12.20,1960-12-20,Unprovoked,AUSTRALIA,M,33, N
1960.12.24,1960-12-24,Unprovoked,SOUTH AFRICA,M,25,Y
1960.12.27.b,1960-12-27,Unprovoked,USA,M,0,Y
1960.12.27.a.,1960-12-27,Unprovoked,AUSTRALIA,F,27, N
1961.01.01,1961-01-01,Unprovoked,COLUMBIA,M,0,N
1961.01.02.R,1961-01-02,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1961.01.03.a,1961-01-03,Unknown,SOUTH AFRICA,UNIDENTIFIED,0,Y
1961.01.05,1961-01-05,Unprovoked,MOZAMBIQUE,M,0,N
1961.01.06.c,1961-01-06,Unprovoked,SOUTH AFRICA,M,13,N
1961.01.06.a,1961-01-06,Provoked,AUSTRALIA,M,0,N
1961.01.06.b,1961-01-06,Sea Disaster,ATLANTIC OCEAN,UNIDENTIFIED,0,Y
1961.01.15,1961-01-15,Provoked,AUSTRALIA,M,27,N
1961.01.22,1961-01-22,Unprovoked,SOUTH AFRICA,M,15,N
1961.01.25,1961-01-25,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1961.02.00,1961-02-01,Unknown,USA,M,0,N
1961.02.01.a,1961-02-01,Unprovoked,AUSTRALIA,M,0,N
1961.02.01.b,1961-02-01,Unprovoked,SOUTH AFRICA,M,14,Y
1961.02.12,1961-02-12,Unprovoked,SOUTH AFRICA,M,27,N
1961.02.16,1961-02-16,Unprovoked,JAMAICA,M,0,Y
1961.02.17.a,1961-02-17,Unprovoked,AUSTRALIA,F,0,N
1961.02.17.b,1961-02-17,Provoked,USA,M,30,N
1961.03.00,1961-03-01,Unprovoked,FIJI,M,0,N
1961.03.07,1961-03-07,Provoked,SOUTH AFRICA,M,44,N
2000.03.15,2000-03-15,Unprovoked,NEW CALEDONIA,M,35,Y
1961.03.12,1961-03-12,Unprovoked,AUSTRALIA,M,21,N
1961.03.14,1961-03-14,Provoked,AUSTRALIA,F,0,N
1961.03.18,1961-03-18,Unprovoked,AUSTRALIA,M,24,N
1961.03.30,1961-03-30,Unprovoked,AUSTRALIA,M,24,N
1961.04.00,1961-04-01,Provoked,AUSTRALIA,M,0,N
1961.04.03,1961-04-03,Unprovoked,AUSTRALIA,M,24,N
1961.04.08,1961-04-08,Sea Disaster,PERSIAN GULF,UNIDENTIFIED,0,Y
1961.04.09,1961-04-09,Unprovoked,MOZAMBIQUE,M,38,Y
1961.04.14,1961-04-14,Unprovoked,AUSTRALIA,M,40,N
1961.04.16.a,1961-04-16,Provoked,AUSTRALIA,M,21,N
1961.04.16.b,1961-04-16,Unprovoked,USA,M,22,N
1961.04.17,1961-04-17,Provoked,SOUTH AFRICA,M,0,N
1961.04.21,1961-04-21,Unprovoked,MOZAMBIQUE,M,37,N
1961.04.25,1961-04-25,Provoked,AUSTRALIA,M,0,N
1961.04.30,1961-04-30,Unknown,USA,M,10,N
1961.05.07,1961-05-07,Provoked,AUSTRALIA,M,0,N
1961.00.00.b,1961-05-14,Unprovoked,SENEGAL,M,20,Y
1961.00.00.a,1961-05-14,Sea Disaster,USA,UNIDENTIFIED,0,Y
2000.05.13,2000-05-13,Sea Disaster,NEW CALEDONIA,UNIDENTIFIED,0,Y
1961.00.00.e,1961-05-14,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1961.05.15,1961-05-15,Unprovoked,USA,M,52,N
2002.03.03,2002-03-03,Unknown,NEW CALEDONIA,M,44,Y
1961.05.21,1961-05-21,Unprovoked,USA,M,20,N
1961.06.01,1961-06-01,Provoked,PAPUA NEW GUINEA,M,19,N
2004.11.00,2004-11-04,Unprovoked,NEW CALEDONIA,UNIDENTIFIED,0,N
1961.06.06.R,1961-06-06,Boating,USA,M,0,N
1961.06.18,1961-06-18,Unprovoked,USA,M,25,N
1961.06.24,1961-06-24,Unprovoked,USA,M,23,Y
1961.07.00.a,1961-07-01,Provoked,PANAMA,M,10,Y
1961.07.00.b,1961-07-01,Unprovoked,ITALY,M,21,N
1961.07.07.b,1961-07-07,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1961.07.16,1961-07-16,Unprovoked,TURKEY,M,16,N
1961.07.29,1961-07-29,Provoked,USA,M,57,N
1961.08.01,1961-08-01,Provoked,PAPUA NEW GUINEA,M,0,N
1961.08.02,1961-08-02,Unprovoked,USA,M,38,N
1961.08.04,1961-08-04,Unprovoked,BERMUDA,M,22,N
1961.08.16,1961-08-16,Unprovoked,USA,M,19,N
1961.08.20,1961-08-20,Unprovoked,USA,M,16,N
1961.09.06,1961-09-06,Unknown,AUSTRALIA,UNIDENTIFIED,0,Y
1961.09.07,1961-09-07,Unprovoked,PERSIAN GULF,M,0,N
2005.11.16.R,2005-11-16,Boating,NEW CALEDONIA,UNIDENTIFIED,0,N
1961.09.24.b,1961-09-24,Unprovoked,CROATIA,M,19,Y
1961.09.24.a,1961-09-24,Provoked,TANZANIA,M,42,N
1961.09.26,1961-09-26,Provoked,USA,M,16,N
1961.10.00.a,1961-10-01,Unprovoked,USA,M,45,Y
1961.10.00.b,1961-10-01,Boating,VANUATU,M,0,N
1961.10.09,1961-10-09,Unknown,USA,M,45,Y
1961.10.27,1961-10-17,Unprovoked,PHILIPPINES,M,0,N
1961.11.14,1961-11-14,Unknown,MEXICO,UNIDENTIFIED,0,Y
1961.12.13,1961-12-13,Unprovoked,AUSTRALIA,M,17,N
1961.12.18.b,1961-12-18,Unprovoked,MOZAMBIQUE,M,20,N
1961.12.18.a,1961-12-18,Unprovoked,AUSTRALIA,M,22,Y
1961.12.19,1961-12-19,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1961.12.27,1961-12-27,Provoked,AUSTRALIA,M,23,N
1961.12.28.a,1961-12-28,Unprovoked,SOUTH AFRICA,M,18,N
1961.12.28.b,1961-12-28,Unprovoked,AUSTRALIA,M,24,N
1961.12.28.c,1961-12-28,Unprovoked,AUSTRALIA,F,18,Y
1962.01.01,1962-01-01,Unprovoked,MARSHALL ISLANDS,M,57,N
1962.01.02,1962-01-02,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.06,1962-01-06,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1962.01.07.b,1962-01-07,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.07.a,1962-01-07,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.08,1962-01-08,Unknown,AUSTRALIA,M,25,Y
1962.01.10,1962-01-10,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.11.a,1962-01-11,Unprovoked,NEW ZEALAND,F,54,N
1962.01.11.c,1962-01-11,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.11.b,1962-01-11,Unprovoked,PAPUA NEW GUINEA,M,24,N
1962.01.14.c,1962-01-14,Unprovoked,USA,M,29,N
1962.01.14.b,1962-01-14,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1962.01.14.a,1962-01-14,Unprovoked,AUSTRALIA,M,19,N
1962.01.15,1962-01-15,Unprovoked,NEW ZEALAND,M,44,N
1962.01.16,1962-01-16,Provoked,NEW ZEALAND,UNIDENTIFIED,0,N
1962.01.18,1962-01-18,Unknown,SOUTH AFRICA,M,40,Y
1962.01.21,1962-01-21,Provoked,AUSTRALIA,M,19,N
1962.01.26,1962-01-26,Unprovoked,MOZAMBIQUE,M,16,UNKNOWN
1962.01.27,1962-01-27,Unprovoked,NEW ZEALAND,M,18,N
1962.02.00,1962-02-01,Unprovoked,SOLOMON ISLANDS,M,0,Y
1962.02.02,1962-02-02,Boating,NEW ZEALAND,UNIDENTIFIED,0,UNKNOWN
1962.02.04,1962-02-04,Unprovoked,AUSTRALIA,M,35,N
1962.02.05,1962-02-05,Unprovoked,SOUTH AFRICA,M,13,Y
1962.02.07,1962-02-07,Unprovoked,SOUTH AFRICA,M,22,Y
1962.02.15,1962-02-15,Unprovoked,AUSTRALIA,M,0,N
1962.02.18,1962-02-18,Provoked,NEW ZEALAND,M,15,N
1962.02.23,1962-02-23,Unprovoked,PAPUA NEW GUINEA,M,0,N
1962.03.24,1962-03-24,Unprovoked,PAPUA NEW GUINEA,M,10,Y
1962.03.25.a,1962-03-25,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1962.03.25.b,1962-03-25,Provoked,NEW ZEALAND,M,0,N
1962.04.05,1962-04-05,Provoked,SOUTH AFRICA,UNIDENTIFIED,0,N
1962.04.07,1962-04-07,Unprovoked,SOUTH AFRICA,M,13,N
1962.04.09,1962-04-09,Unprovoked,MOZAMBIQUE,M,16,N
1962.04.20,1962-04-20,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1962.05.00.R,1962-05-01,Boating,FIJI,UNIDENTIFIED,0,N
1962.05.12,1962-05-12,Sea Disaster,USA,UNIDENTIFIED,0,Y
1962.00.00.c,1962-05-15,Unprovoked,SPAIN,F,0,N
1962.05.29,1962-05-29,Unprovoked,USA,M,17,N
1962.06.03,1962-06-03,Unprovoked,USA,M,31,N
1962.06.04,1962-06-04,Provoked,USA,M,55,N
1962.06.07,1962-06-07,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1962.06.10.b,1962-06-10,Unprovoked,PAPUA NEW GUINEA,M,0,Y
1962.06.10.a,1962-06-10,Unprovoked,USA,M,13,N
1962.06.11.b,1962-06-11,Unprovoked,USA,M,31,N
1962.06.11.a,1962-06-11,Unprovoked,USA,M,35,Y
1962.06.11.b,1962-06-11,Unprovoked,USA,M,32,Y
1962.06.17,1962-06-17,Unprovoked,USA,M,11,N
1962.06.21,1962-06-21,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1962.06.25,1962-06-25,Unknown,USA,M,0,Y
1962.07.03.R,1962-07-03,Unknown,GREECE,UNIDENTIFIED,0,N
1962.07.07,1962-07-07,Unprovoked,USA,M,13,N
1962.07.10,1962-07-10,Unprovoked,USA,M,41,N
1962.07.19,1962-07-19,Provoked,USA,M,19,N
1962.07.20,1962-07-20,Provoked,MADAGASCAR,M,20,N
1962.07.28,1962-07-28,Unprovoked,USA,M,21,N
1962.08.00.a,1962-08-01,Unprovoked,SENEGAL,M,23,N
1962.08.12,1962-08-12,Unprovoked,USA,M,24,N
1962.08.19,1962-08-19,Unprovoked,USA,M,40,Y
1962.08.23,1962-08-23,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1962.08.26,1962-08-26,Boating,USA,UNIDENTIFIED,0,N
1962.08.29,1962-08-29,Provoked,USA,M,39,N
1962.08.30.a,1962-08-30,Provoked,PAPUA NEW GUINEA,M,49,N
2007.01.25.b,2007-01-25,Unprovoked,NEW CALEDONIA,M,30,N
1962.09.02,1962-09-02,Unprovoked,ITALY,M,28,Y
2007.02.00,2007-02-07,Unprovoked,NEW CALEDONIA,M,0,N
1962.09.22,1962-09-22,Unprovoked,MEXICO,M,20,N
2007.04.09,2007-04-09,Unprovoked,NEW CALEDONIA,M,26,N
1962.10.00,1962-10-01,Unprovoked,PANAMA,M,1,Y
1962.10.06,1962-10-06,Unknown,USA,F,43,N
1962.10.14,1962-10-14,Boating,AUSTRALIA,M,0,N
1962.10.15,1962-10-15,Unprovoked,ADMIRALTY ISLANDS,M,26,N
1962.10.25,1962-10-25,Unprovoked,MEXICO,M,32,Y
1962.10.28,1962-10-28,Unprovoked,SOUTH AFRICA,M,30,N
2007.09.30.a,2007-09-30,Unprovoked,NEW CALEDONIA,F,23,Y
1962.11.10,1962-11-10,Boating,AUSTRALIA,UNIDENTIFIED,0,N
1962.11.11,1962-11-11,Unprovoked,USA,M,24,N
1962.11.25,1962-11-25,Unknown,AUSTRALIA,M,0,Y
1962.11.29,1962-11-29,Unprovoked,AUSTRALIA,M,26,N
1962.12.00,1962-12-01,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1962.12.09,1962-12-09,Unprovoked,AUSTRALIA,M,16,Y
1962.12.30,1962-12-30,Provoked,SOUTH AFRICA,M,0,N
1963.01.00,1963-01-01,Boating,MOZAMBIQUE,UNIDENTIFIED,0,N
1963.01.04,1963-01-04,Provoked,AUSTRALIA,UNIDENTIFIED,0,N
1963.01.06,1963-01-06,Unprovoked,SOUTH AFRICA,M,24,N
1963.01.11,1963-01-11,Unprovoked,SOUTH AFRICA,M,27,N
1963.01.12,1963-01-12,Provoked,SOUTH AFRICA,M,0,N
1963.01.14,1963-01-14,Provoked,NEW ZEALAND,UNIDENTIFIED,14,N
1963.01.22,1963-01-22,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1963.01.26,1963-01-26,Unknown,AUSTRALIA,M,25,Y
1963.01.28,1963-01-28,Unprovoked,AUSTRALIA,F,32,Y
1963.01.30,1963-01-30,Unprovoked,FIJI,M,41,N
1963.02.04,1963-02-04,Unknown,USA,M,0,Y
1963.02.06,1963-02-06,Unprovoked,MAURITIUS,M,24,N
1963.02.08,1963-02-08,Unprovoked,FIJI,M,28,N
1963.02.24,1963-02-24,Unprovoked,AUSTRALIA,M,18,N
1963.02.27,1963-02-27,Unprovoked,PAPUA NEW GUINEA,M,0,N
1963.03.30,1963-03-30,Sea Disaster,SOLOMON ISLANDS,M,0,Y
1963.04.08,1963-04-08,Unknown,USA,M,0,Y
1963.04.12,1963-04-12,Unprovoked,USA,M,15,N
1963.04.13,1963-04-13,Unprovoked,AUSTRALIA,M,25,N
1963.04.17,1963-04-17,Unprovoked,SOUTH AFRICA,M,15,N
1963.04.20,1963-04-20,Unprovoked,USA,M,25,Y
1963.04.22,1963-04-22,Provoked,AUSTRALIA,M,0,N
1963.05.14,1963-05-14,Sea Disaster,PHILIPPINES,UNIDENTIFIED,0,Y
1963.00.00.a,1963-05-16,Unprovoked,SEYCHELLES,M,0,Y
1963.05.18,1963-05-18,Unknown,USA,M,0,N
1963.06.01.a,1963-06-01,Provoked,PAPUA NEW GUINEA,M,30,N
1963.06.01.b,1963-06-01,Unprovoked,GREECE,F,42,Y
1963.07.00,1963-07-01,Unprovoked,PANAMA,M,0,Y
1963.07.10.R,1963-07-10,Sea Disaster,JAMAICA,UNIDENTIFIED,0,Y
1963.07.11,1963-07-11,Provoked,USA,M,24,N
1963.07.15,1963-07-15,Unprovoked,USA,M,14,N
2008.04.26.b,2008-04-26,Unprovoked,NEW CALEDONIA,M,32,N
1963.09.10,1963-09-10,Provoked,USA,M,16,N
1963.09.13,1963-09-13,Provoked,AUSTRALIA,M,18,N
1963.09.22,1963-09-22,Unprovoked,SOLOMON ISLANDS,M,30,Y
1963.09.26,1963-09-26,Unknown,USA,UNIDENTIFIED,25,Y
1963.09.29,1963-09-29,Unprovoked,CHILE,M,0,Y
2008.05.07.b,2008-05-07,Unprovoked,NEW CALEDONIA,M,40,N
1963.10.16,1963-10-16,Unprovoked,USA,M,28,N
1963.11.04,1963-11-04,Unprovoked,PALAU,M,35,N
1963.11.05.R,1963-11-05,Unprovoked,PAPUA NEW GUINEA,M,0,N
1963.11.12,1963-11-12,Provoked,USA,M,0,N
