Case Number,Date,Type,Country,Sex ,Age,Fatal (Y/N)
1983.06.15,1983-06-15,Unknown,ITALY,M,0,N
1983.06.20,1983-06-20,Unprovoked,USA,M,21,N
1983.06.22,1983-06-22,Unprovoked,BAHAMAS,M,15,Y
1983.06.29,1983-06-29,Unprovoked,USA,M,42,N
1983.07.05,1983-07-05,Unprovoked,USA,UNIDENTIFIED,17,N
1983.07.12.a,1983-07-08,Unprovoked,BAHAMAS,M,13,N
1983.07.12.b,1983-07-12,Unprovoked,USA,F,39,N
1983.07.15,1983-07-15,Unprovoked,SOUTH AFRICA,M,0,N
1983.07.25.b,1983-07-25,Sea Disaster,AUSTRALIA,M,24,Y
1983.07.25.a,1983-07-25,Sea Disaster,AUSTRALIA,M,28,N
1983.07.26,1983-07-26,Sea Disaster,AUSTRALIA,F,21,Y
1983.08.06,1983-08-06,Boating,USA,UNIDENTIFIED,0,N
1983.08.13.a,1983-08-13,Unprovoked,USA,F,22,N
1983.08.13.b,1983-08-13,Provoked,USA,M,14,N
1983.08.15,1983-08-15,Unprovoked,USA,F,14,N
1983.08.20.a,1983-08-20,Unprovoked,SOUTH AFRICA,M,29,N
1983.08.20.b,1983-08-20,Unprovoked,USA,M,0,N
1983.09.04,1983-09-04,Unprovoked,USA,M,15,N
1983.10.13,1983-10-13,Unprovoked,USA,M,20,N
1983.10.17.a,1983-10-17,Unprovoked,USA,M,16,N
1983.11.10,1983-11-10,Unknown,SOUTH AFRICA,F,0,Y
1983.11.10.R,1983-11-10,Unprovoked,USA,M,15,N
1983.11.21,1983-11-21,Sea Disaster,PHILIPPINES,M,0,N
1983.12.07,1983-12-07,Unknown,SOUTH AFRICA,M,0,N
1983.12.21,1983-12-21,Unprovoked,SOUTH AFRICA,M,47,N
1983.12.22,1983-12-22,Unprovoked,SOUTH AFRICA,M,16,N
1983.12.24,1983-12-24,Unprovoked,AUSTRALIA,M,48,N
1983.12.25,1983-12-25,Unprovoked,USA,M,17,N
1983.12.30,1983-12-30,Unknown,GREECE,M,36,Y
1984.01.04,1984-01-04,Unprovoked,SOUTH AFRICA,F,14,Y
1984.01.05,1984-01-05,Unprovoked,SOUTH AFRICA,M,14,N
1984.02.11,1984-02-11,Unprovoked,AUSTRALIA,M,27,N
1984.02.12,1984-02-12,Unknown,SOUTH AFRICA,UNIDENTIFIED,0,Y
1984.02.17,1984-02-17,Provoked,SOUTH AFRICA,M,33,N
1984.02.18,1984-02-18,Provoked,SOUTH AFRICA,M,0,N
1984.03.01,1984-03-01,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1984.03.10,1984-03-10,Boating,SOUTH AFRICA,M,0,N
1984.03.14,1984-03-14,Unprovoked,SOUTH AFRICA,M,0,N
1984.03.17,1984-03-17,Unknown,SOMALIA,M,0,Y
1984.05.31,1984-05-31,Unprovoked,SOUTH AFRICA,M,28,N
1984.06.03.b,1984-06-03,Unprovoked,USA,F,13,N
1984.00.00.a,1984-06-06,Unprovoked,USA,M,0,N
1984.00.00.b,1984-06-06,Provoked,USA,M,0,N
1984.06.15,1984-06-15,Unprovoked,SOUTH AFRICA,M,27,N
1984.07.01,1984-07-01,Unprovoked,USA,M,30,N
1984.07.00.a,1984-07-01,Unprovoked,SOUTH AFRICA,M,0,N
1984.07.22,1984-07-22,Unknown,SOUTH AFRICA,M,21,Y
1984.07.24.a,1984-07-24,Unprovoked,USA,F,18,N
1984.07.24.b,1984-07-24,Unprovoked,USA,F,13,N
1984.08.07,1984-08-07,Unprovoked,INDONESIA,M,0,Y
1984.08.24,1984-08-24,Unknown,USA,F,31,Y
1984.09.11,1984-09-11,Provoked,MEXICO,M,0,N
1984.09.15,1984-09-15,Unprovoked,USA,M,28,Y
1984.09.17,1984-09-17,Unprovoked,USA,M,0,N
1984.09.19,1984-09-19,Unprovoked,USA,UNIDENTIFIED,0,UNKNOWN
1984.09.22.a,1984-09-22,Unprovoked,USA,M,16,N
1984.09.23,1984-09-23,Unprovoked,USA,M,17,N
1984.09.30.a,1984-09-30,Unprovoked,USA,M,0,N
1984.09.30.b,1984-09-30,Unprovoked,USA,M,25,N
1984.10.14.a,1984-10-14,Unprovoked,USA,M,15,N
1984.10.17,1984-10-17,Unknown,USA,F,77,N
1984.10.21,1984-10-21,Unprovoked,USA,F,23,N
1984.10.21.b,1984-10-21,Unknown,USA,M,22,Y
1984.11.04,1984-11-04,Provoked,USA,M,29,N
1984.11.08,1984-11-08,Unprovoked,SOUTH AFRICA,M,14,N
1984.11.11,1984-11-11,Unprovoked,USA,M,13,N
1984.11.30,1984-11-30,Unprovoked,AUSTRALIA,M,16,Y
1984.12.03,1984-12-03,Boating,ITALY,UNIDENTIFIED,0,N
1985.01.00.a,1985-01-01,Provoked,SOUTH AFRICA,M,20,N
1960.11.00.c,1960-11-01,Provoked,PAPUA NEW GUINEA,M,0, N
1985.01.04,1985-01-04,Unprovoked,SOUTH AFRICA,M,34,N
1985.01.16,1985-01-16,Boating,NEW ZEALAND,UNIDENTIFIED,0,N
1985.01.17,1985-01-17,Unprovoked,SOUTH AFRICA,M,18,N
1985.01.18,1985-01-18,Unknown,SOUTH AFRICA,M,0,Y
1985.01.27,1985-01-27,Unprovoked,SOUTH AFRICA,M,15,N
1985.02.03,1985-02-03,Unprovoked,USA,M,16,N
1985.02.18,1985-02-18,Unprovoked,USA,M,29,N
1985.03.03,1985-03-03,Unprovoked,AUSTRALIA,F,33,Y
1985.03.16,1985-03-16,Unprovoked,USA,M,25,N
1985.05.08,1985-05-08,Provoked,SOUTH AFRICA,M,39,N
1985.05.26,1985-05-26,Unprovoked,USA,M,0,N
1985.00.00.f,1985-06-07,Unprovoked,VANUATU,M,0,Y
1985.00.00.a,1985-06-07,Unprovoked,IRAN,M,0,Y
1985.07.19,1985-07-19,Unprovoked,USA,F,10,N
1985.07.21,1985-07-21,Boating,USA,UNIDENTIFIED,0,N
1985.07.25.b,1985-07-25,Unprovoked,USA,F,13,N
1985.07.25.a,1985-07-25,Unprovoked,USA,M,15,N
1985.08.17,1985-08-17,Unknown,USA,M,67,Y
1985.08.20,1985-08-20,Unknown,USA,M,11,N
1985.08.22,1985-08-22,Unprovoked,USA,M,87,N
1985.09.05,1985-09-05,Unknown,USA,M,17,N
1985.09.08.a,1985-09-08,Unprovoked,USA,M,0,N
1985.09.08.b,1985-09-08,Unknown,SOUTH AFRICA,M,21,Y
1985.09.28,1985-09-28,Unprovoked,USA,M,0,N
1985.10.05,1985-10-05,Provoked,USA,M,0,N
1985.10.12,1985-10-12,Unprovoked,USA,M,24,N
1985.10.18,1985-10-18,Unprovoked,USA,M,33,N
1985.10.22,1985-10-22,Unprovoked,USA,M,46,N
1985.10.24,1985-10-24,Unprovoked,SOUTH AFRICA,M,22,N
1985.11.03,1985-11-03,Provoked,USA,M,24,N
1985.11.05,1985-11-05,Boating,USA,UNIDENTIFIED,0,N
1985.11.11,1985-11-11,Provoked,AUSTRALIA,M,0,N
1985.12.10,1985-12-10,Unprovoked,USA,M,0,N
1985.12.22,1985-12-22,Unprovoked,SOUTH AFRICA,M,0,N
1986.01.12,1986-01-12,Unprovoked,USA,M,22,N
1986.02.01,1986-02-01,Unprovoked,AUSTRALIA,M,29,N
1986.02.06,1986-02-06,Unprovoked,SOUTH AFRICA,M,29,N
1986.02.07,1986-02-07,Unprovoked,SOUTH AFRICA,M,46,N
1986.02.17,1986-02-17,Unprovoked,SOUTH AFRICA,M,0,N
1986.02.18,1986-02-18,Unprovoked,SOUTH AFRICA,M,21,N
1986.03.05,1986-03-05,Unprovoked,SOUTH AFRICA,M,23,N
1986.03.15,1986-03-15,Unprovoked,SOUTH AFRICA,M,26,N
1986.03.18,1986-03-18,Unprovoked,SPAIN,M,0,N
1986.04.00,1986-04-01,Unprovoked,SPAIN,M,0,N
1986.04.20,1986-04-20,Unprovoked,USA,M,0,Y
1986.05.15,1986-05-15,Unprovoked,SOUTH KOREA,M,0,Y
1986.05.18,1986-05-18,Unprovoked,AUSTRALIA,M,0,N
1986.00.00,1986-06-08,Unprovoked,USA,M,16,N
1986.07.00.a,1986-07-01,Unprovoked,SOUTH AFRICA,M,26,N
1986.07.09,1986-07-09,Unprovoked,USA,M,8,N
1986.08.00,1986-08-01,Unprovoked,FRANCE,UNIDENTIFIED,0,N
1986.08.03,1986-08-03,Unprovoked,AUSTRALIA,F,0,N
1986.08.10,1986-08-10,Unknown,SOUTH AFRICA,M,35,N
1986.08.19,1986-08-19,Unprovoked,USA,UNIDENTIFIED,16,N
1986.09.00.b,1986-09-01,Unprovoked,USA,UNIDENTIFIED,0,N
1986.09.00.a,1986-09-01,Unprovoked,USA,UNIDENTIFIED,18,N
1986.09.22.R,1986-09-22,Unknown,USA,UNIDENTIFIED,0,N
1986.10.01,1986-10-01,Unprovoked,AUSTRALIA,UNIDENTIFIED,0,UNKNOWN
1986.10.00,1986-10-01,Unprovoked,USA,M,28,N
1986.10.03,1986-10-03,Unprovoked,USA,F,6,N
1986.10.05,1986-10-05,Unprovoked,SOUTH AFRICA,M,32,N
1986.10.17,1986-10-17,Provoked,SOUTH AFRICA,M,0,N
1986.11.04,1986-11-04,Unprovoked,USA,M,23,N
1986.11.19,1986-11-19,Unprovoked,USA,M,26,N
1986.11.30,1986-11-30,Unprovoked,USA,M,17,N
1965.01.09,1965-01-09,Unprovoked,PAPUA NEW GUINEA,M,30,Y
1986.12.04,1986-12-04,Unknown,SOUTH AFRICA,M,22,N
1986.12.06.b,1986-12-06,Unprovoked,BAHAMAS,M,37,N
1986.12.06.a,1986-12-06,Unprovoked,USA,M,27,N
1986.12.11,1986-12-11,Unprovoked,USA,M,40,N
1986.12.22,1986-12-22,Unprovoked,SOUTH AFRICA,M,21,Y
1986.12.31,1986-12-31,Unprovoked,SOUTH AFRICA,M,0,N
1987.01.06,1987-01-06,Unprovoked,AUSTRALIA,M,37,N
1987.01.28,1987-01-28,Unprovoked,SOUTH AFRICA,M,30,N
1987.02.19,1987-02-19,Sea Disaster,SOLOMON ISLANDS,UNIDENTIFIED,0,Y
1987.02.28,1987-02-28,Unprovoked,USA,M,0,N
1987.03.30.a,1987-03-30,Provoked,SOUTH AFRICA,UNIDENTIFIED,0,N
1987.03.30.b,1987-03-30,Unprovoked,AUSTRALIA,M,18,N
1987.04.01,1987-04-01,Unprovoked,VANUATU,M,8,Y
1987.04.15,1987-04-15,Unprovoked,USA,M,0,Y
1987.04.18,1987-04-18,Unprovoked,USA,F,16,N
1987.04.19,1987-04-19,Unknown,SOUTH AFRICA,M,0,Y
1987.05.06,1987-05-06,Provoked,AUSTRALIA,M,34,N
1987.05.08,1987-05-08,Unprovoked,USA,M,0,N
1987.05.25,1987-05-25,Unprovoked,USA,M,12,N
1987.00.00.b,1987-06-09,Unknown,MONTENEGRO,M,0,Y
1987.00.00.a,1987-06-09,Boating,ITALY,M,0,N
1987.06.13,1987-06-13,Provoked,USA,M,0,N
1987.07.00,1987-07-01,Unprovoked,BAHAMAS,M,0,N
1987.07.09,1987-07-09,Unprovoked,BAHAMAS,M,35,N
1987.07.11,1987-07-11,Boating,USA,UNIDENTIFIED,0,N
1987.07.12.a,1987-07-12,Unprovoked,USA,F,16,N
1987.07.12.b,1987-07-12,Unprovoked,USA,F,32,N
1987.07.21,1987-07-21,Unprovoked,USA,M,27,N
1987.08.15,1987-08-15,Unprovoked,USA,M,40,N
1987.08.20,1987-08-20,Unprovoked,USA,M,12,N
1987.09.13,1987-09-13,Unprovoked,SOUTH AFRICA,M,24,N
1987.09.18,1987-09-18,Unprovoked,AUSTRALIA,M,47,Y
1987.10.06,1987-10-06,Sea Disaster,DOMINICAN REPUBLIC,UNIDENTIFIED,0,Y
1987.10.11,1987-10-11,Unprovoked,SOUTH AFRICA,M,21,N
1987.10.25,1987-10-25,Unknown,SOUTH AFRICA,M,14,N
1987.10.26,1987-10-26,Unprovoked,USA,M,20,N
1987.11.00,1987-11-01,Unknown,SOUTH AFRICA,M,0,N
1987.11.21,1987-11-21,Unprovoked,USA,M,15,N
1987.12.17,1987-12-17,Unprovoked,USA,M,16,N
1987.12.20,1987-12-20,Sea Disaster,PHILIPPINES,UNIDENTIFIED,0,Y
1988.01.05.R,1988-01-05,Provoked,SOUTH AFRICA,UNIDENTIFIED,0,N
1988.01.06,1988-01-06,Provoked,SOUTH AFRICA,M,33,N
1988.01.14,1988-01-14,Provoked,USA,M,0,N
1988.01.21,1988-01-21,Unknown,AUSTRALIA,M,0,Y
1988.01.27,1988-01-27,Unknown,SOUTH AFRICA,M,22,N
1988.02.02,1988-02-02,Unprovoked,FIJI,M,22,N
1988.02.13,1988-02-13,Unprovoked,SOUTH AFRICA,F,15,N
1988.02.14,1988-02-14,Unprovoked,SOUTH AFRICA,M,20,N
1988.02.15,1988-02-15,Boating,SOUTH AFRICA,UNIDENTIFIED,0,N
1988.03.14,1988-03-14,Unprovoked,REUNION,M,0,N
1988.03.16,1988-03-16,Unprovoked,SOUTH AFRICA,M,17,N
1988.03.25,1988-03-25,Unprovoked,USA,M,0,N
1988.03.31,1988-03-31,Unprovoked,USA,F,30,N
1988.04.10,1988-04-10,Unknown,SOUTH AFRICA,F,0,Y
1988.04.14.a,1988-04-14,Unprovoked,USA,M,0,N
1988.04.14.b,1988-04-14,Unprovoked,USA,M,14,N
1988.04.15a,1988-04-15,Unprovoked,USA,M,24,N
1988.04.15.b,1988-04-15,Unknown,USA,M,0,Y
1988.04.24,1988-04-24,Unprovoked,USA,M,0,N
1988.04.28,1988-04-28,Unprovoked,REUNION,M,0,Y
1988.05.04,1988-05-04,Unprovoked,USA,M,29,N
1988.05.10,1988-05-10,Unprovoked,USA,M,31,N
1988.05.27,1988-05-27,Unprovoked,SOUTH KOREA,F,38,Y
1988.06.01,1988-06-01,Unprovoked,USA,M,25,N
1988.06.05,1988-06-05,Unprovoked,USA,M,12,N
1988.06.09,1988-06-09,Unprovoked,USA,M,37,N
1988.00.00.c,1988-06-10,Unprovoked,AUSTRALIA,M,12,N
1988.06.16,1988-06-16,Unprovoked,USA,M,42,N
1988.06.19,1988-06-16,Unprovoked,SOUTH AFRICA,M,36,N
1988.07.00,1988-07-01,Unprovoked,BAHAMAS,M,0,N
1988.07.04.a,1988-07-04,Unprovoked,BAHAMAS,M,0,N
1988.07.04.b,1988-07-04,Unprovoked,USA,M,37,N
1988.07.11,1988-07-11,Unprovoked,USA,F,15,N
1988.07.17,1988-07-17,Unprovoked,BAHAMAS,M,35,N
1988.07.19,1988-07-19,Unprovoked,BAHAMAS,M,28,N
1988.07.23,1988-07-23,Unprovoked,BAHAMAS,M,0,N
1988.08.11,1988-08-11,Unprovoked,USA,M,27,N
1988.08.19,1988-08-19,Unprovoked,JAPAN,M,0,N
1988.08.22.b,1988-08-22,Provoked,USA,M,0,N
1988.08.22.a,1988-08-22,Unprovoked,ITALY,M,16,N
1988.09.13.a,1988-09-13,Unprovoked,USA,M,38,Y
1988.09.13.b,1988-09-13,Unprovoked,USA,F,0,N
1988.09.28,1988-09-28,Unprovoked,USA,M,21,N
1988.10.00,1988-10-01,Unprovoked,USA,F,23,N
1988.10.06,1988-10-06,Unprovoked,AUSTRALIA,M,15,N
1988.10.10,1988-10-10,Unprovoked,USA,M,23,N
1988.10.11,1988-10-11,Unprovoked,USA,M,30,N
1988.10.14,1988-10-14,Unprovoked,USA,M,15,N
1988.10.22,1988-10-22,Unprovoked,AUSTRALIA,M,38,N
1988.10.23,1988-10-23,Unprovoked,USA,M,21,N
1988.10.24,1988-10-24,Sea Disaster,PHILIPPINES,UNIDENTIFIED,0,Y
1988.11.07,1988-11-07,Sea Disaster,AUSTRALIA,M,62,Y
1988.11.08,1988-11-08,Sea Disaster,AUSTRALIA,M,17,Y
1988.12.15,1988-12-15,Unprovoked,CHILE,M,0,Y
1989.01.03,1989-01-03,Unprovoked,AUSTRALIA,M,17,N
1989.01.08,1989-01-08,Unprovoked,USA,M,0,Y
1989.01.20.b,1989-01-20,Unprovoked,USA,M,10,N
1989.01.20.a,1989-01-20,Unprovoked,SOUTH AFRICA,M,19,N
1989.01.26.a,1989-01-26,Unprovoked,USA,F,24,Y
1989.01.26.b,1989-01-26,Unknown,USA,M,24,Y
1989.02.02,1989-02-02,Unprovoked,ITALY,M,47,Y
1989.02.15,1989-02-15,Unprovoked,SOUTH AFRICA,M,26,N
1989.02.19,1989-02-19,Provoked,SOUTH AFRICA,M,0,N
1989.03.04,1989-03-04,Boating,AUSTRALIA,M,0,N
1989.03.09,1989-03-09,Unprovoked,AUSTRALIA,M,27,Y
1989.04.00,1989-04-01,Unprovoked,USA,M,0,N
1989.04.03,1989-04-03,Unprovoked,USA,M,0,N
1989.04.09,1989-04-09,Boating,USA,UNIDENTIFIED,0,N
1989.04.12,1989-04-12,Unprovoked,USA,M,0,N
1989.04.23,1989-04-23,Unprovoked,USA,M,19,N
1989.06.00,1989-06-01,Unknown,JAPAN,M,0,N
1989.06.03,1989-06-03,Unprovoked,SOUTH AFRICA,M,28,N
1989.06.05,1989-06-05,Unprovoked,SOUTH AFRICA,M,16,N
1989.06.06,1989-06-06,Unprovoked,ITALY,M,0,N
1989.00.00.a,1989-06-11,Unprovoked,USA,M,0,N
1989.00.00.b,1989-06-11,Unprovoked,PAPUA NEW GUINEA,F,0,N
1989.06.17,1989-06-17,Unprovoked,USA,M,45,N
1989.06.29,1989-06-29,Unprovoked,USA,M,0,N
1989.07.07,1989-07-07,Unprovoked,USA,F,9,N
1989.07.14,1989-07-14,Unprovoked,USA,M,16,N
1989.07.19,1989-07-19,Unprovoked,REUNION,M,0,Y
1989.07.20,1989-07-20,Unprovoked,SOUTH AFRICA,M,34,N
1989.07.27,1989-07-27,Unknown,BERMUDA,M,35,UNKNOWN
1989.08.06.R,1989-08-06,Provoked,AUSTRALIA,M,41,N
1989.08.09,1989-08-09,Unprovoked,BAHAMAS,F,31,N
1989.08.13,1989-08-13,Unprovoked,AUSTRALIA,M,17,N
1989.08.22.a,1989-08-22,Unprovoked,SOUTH AFRICA,M,21,N
1989.08.22.b,1989-08-22,Unprovoked,USA,M,21,N
1989.08.29,1989-08-29,Provoked,AUSTRALIA,M,30,N
1989.09.03,1989-09-03,Provoked,USA,M,46,N
1989.09.09.a,1989-09-09,Unprovoked,USA,M,31,N
1989.09.09.b,1989-09-09,Unprovoked,USA,M,38,N
1989.09.10,1989-09-10,Boating,USA,UNIDENTIFIED,0,N
1989.09.13,1989-09-13,Provoked,USA,M,51,N
1989.09.17,1989-09-17,Unprovoked,SOUTH AFRICA,M,29,N
1989.10.01,1989-10-01,Unprovoked,AUSTRALIA,M,0,UNKNOWN
1989.10.08,1989-10-08,Unknown,USA,M,49,Y
1989.10.11,1989-10-11,Unprovoked,USA,M,12,N
1989.10.14,1989-10-14,Unknown,USA,M,0,Y
1989.10.22,1989-10-22,Unprovoked,AUSTRALIA,M,17,N
1989.10.29.R,1989-10-29,Unprovoked,AUSTRALIA,F,31,N
1989.11.02,1989-11-02,Unprovoked,AUSTRALIA,M,10,N
1989.11.12,1989-11-12,Unknown,USA,M,0,Y
1989.11.18,1989-11-18,Unprovoked,SOUTH AFRICA,M,29,Y
1989.11.22,1989-11-22,Unprovoked,AUSTRALIA,M,32,N
1989.12.02,1989-12-02,Unknown,AUSTRALIA,M,27,Y
1989.12.03,1989-12-03,Unprovoked,AUSTRALIA,M,17,UNKNOWN
1989.12.19,1989-12-19,Provoked,USA,M,0,N
1990.01.12,1990-01-12,Unprovoked,USA,M,0,N
1990.02.05,1990-02-05,Unprovoked,USA,M,33,N
1990.02.17,1990-02-17,Unprovoked,USA,M,0,Y
1990.03.05,1990-03-05,Unprovoked,REUNION,M,0,N
1990.03.24,1990-03-24,Unprovoked,FIJI,M,30,N
1990.04.01,1990-04-01,Unprovoked,USA,M,0,N
1990.04.06,1990-04-06,Unprovoked,AUSTRALIA,M,29,N
1990.04.07,1990-04-07,Unprovoked,AUSTRALIA,M,0,N
1990.04.08,1990-04-08,Unprovoked,AUSTRALIA,M,37,Y
1990.04.09,1990-04-09,Unprovoked,AUSTRALIA,M,31,N
1990.04.14,1990-04-14,Unprovoked,SOUTH AFRICA,M,23,N
1990.05.06,1990-05-06,Unprovoked,SOUTH AFRICA,M,22,N
1990.05.13,1990-05-13,Provoked,SOUTH AFRICA,UNIDENTIFIED,0,N
1990.00.00,1990-06-12,Unprovoked,USA,M,17,UNKNOWN
1990.06.23,1990-06-23,Unprovoked,BAHAMAS,M,38,N
1990.06.24,1990-06-24,Unprovoked,SOUTH AFRICA,F,21,Y
1990.07.08,1990-07-08,Unprovoked,USA,M,17,N
1990.07.22,1990-07-22,Unprovoked,USA,F,53,N
1990.08.19.a,1990-08-19,Unprovoked,USA,M,18,N
1990.08.19.b,1990-08-19,Unprovoked,USA,M,0,N
1990.08.28,1990-08-28,Unprovoked,USA,M,22,N
1990.08.30,1990-08-30,Unknown,USA,M,30,Y
1990.09.05,1990-09-05,Boating,USA,M,44,N
1990.09.08,1990-09-08,Unprovoked,USA,M,49,N
1990.09.15,1990-09-15,Unprovoked,SOUTH AFRICA,M,26,N
1990.10.12,1990-10-12,Unprovoked,USA,M,19,N
1990.10.15,1990-10-15,Unprovoked,USA,M,43,N
1990.10.20,1990-10-20,Unprovoked,USA,M,25,N
1990.10.25,1990-10-25,Unprovoked,AUSTRALIA,M,0,N
1990.10.27,1990-10-27,Unprovoked,AUSTRALIA,M,26,N
1990.10.30.a,1990-10-30,Unprovoked,USA,M,18,N
1990.10.30.b,1990-10-30,Unprovoked,USA,M,50,N
1990.11.01,1990-11-01,Unprovoked,USA,M,24,N
1990.11.03,1990-11-03,Unprovoked,USA,F,0,N
1990.11.28,1990-11-28,Unprovoked,AUSTRALIA,M,26,N
1990.12.26,1990-12-26,Unknown,SOUTH AFRICA,M,0,N
1991.01.00,1991-01-01,Unprovoked,AUSTRALIA,M,22,N
1991.01.09,1991-01-09,Unprovoked,AUSTRALIA,M,0,N
1991.01.19,1991-01-19,Unprovoked,AUSTRALIA,M,35,N
1991.02.12,1991-02-12,Unprovoked,SOUTH AFRICA,M,20,N
1991.02.24,1991-02-24,Unprovoked,USA,M,38,N
1991.03.03,1991-03-03,Unprovoked,AUSTRALIA,M,18,N
1991.04.03,1991-04-03,Unprovoked,USA,M,0,N
1991.04.16.a,1991-04-16,Unprovoked,USA,M,22,N
1991.04.16.b,1991-04-16,Provoked,USA,UNIDENTIFIED,0,N
1991.04.24,1991-04-24,Provoked,BRAZIL,UNIDENTIFIED,0,N
1991.05.19,1991-05-19,Unprovoked,SOUTH AFRICA,M,0,N
1991.05.26,1991-05-26,Unprovoked,USA,M,23,N
1991.06.07.a,1991-06-07,Unprovoked,HONG KONG,F,65,Y
1991.06.07.b,1991-06-07,Unprovoked,USA,M,31,N
1991.06.26,1991-06-26,Unprovoked,USA,M,18,N
1991.06.28,1991-06-28,Unprovoked,HONG KONG,M,0,Y
1991.06.29,1991-06-29,Unprovoked,HONG KONG,M,22,Y
1991.07.01.a,1991-07-01,Unprovoked,USA,M,32,N
1991.07.01.b,1991-07-01,Unprovoked,REUNION,M,30,N
1991.07.00,1991-07-01,Unprovoked,USA,M,13,N
1991.07.07,1991-07-07,Unprovoked,USA,M,22,N
1991.07.18,1991-07-18,Unprovoked,USA,M,42,N
1991.07.27,1991-07-27,Unprovoked,USA,M,39,N
1991.07.30,1991-07-30,Boating,ITALY,F,40,N
1991.08.09,1991-08-09,Provoked,USA,M,0,N
1991.08.12,1991-08-12,Unprovoked,USA,F,10,N
1991.08.26,1991-08-26,Unprovoked,USA,M,23,N
1991.08.30,1991-08-30,Provoked,AUSTRALIA,M,36,N
1991.09.08,1991-09-08,Unprovoked,AUSTRALIA,M,19,Y
1991.09.19,1991-09-19,Unknown,BAHAMAS,M,32,Y
1991.10.05,1991-10-05,Unprovoked,USA,M,32,N
1991.10.12,1991-10-12,Unprovoked,USA,M,21,N
1991.11.00,1991-11-01,Unprovoked,AUSTRALIA,M,14,N
1991.11.14,1991-11-14,Provoked,USA,M,0,N
1991.11.19,1991-11-19,Unprovoked,USA,M,0,Y
1991.11.26.b,1991-11-26,Unprovoked,USA,F,41,Y
1991.11.26.a,1991-11-26,Unprovoked,USA,F,0,N
1991.12.04,1991-12-04,Unprovoked,USA,M,25,N
1992.01.00,1992-01-01,Unknown,JAPAN,UNIDENTIFIED,0,N
1992.01.03,1992-01-03,Unprovoked,JAPAN,M,0,N
1992.01.06,1992-01-06,Unprovoked,MAURITIUS,M,0,N
1992.01.08,1992-01-08,Unprovoked,SOUTH AFRICA,M,36,N
1992.01.23,1992-01-23,Unprovoked,SOUTH AFRICA,M,19,N
1992.01.29.b,1992-01-29,Unprovoked,REUNION,M,0,N
1992.01.29.a,1992-01-29,Unprovoked,AUSTRALIA,M,19,N
1992.02.09,1992-02-09,Unknown,AUSTRALIA,M,19,N
1992.02.14,1992-02-14,Unprovoked,JAPAN,M,0,N
1992.02.19,1992-02-19,Unprovoked,USA,M,0,Y
1992.03.08.a,1992-03-08,Unprovoked,USA,M,21,N
1992.03.08.b,1992-03-08,Boating,JAPAN,UNIDENTIFIED,0,N
1992.03.08.c,1992-03-08,Unprovoked,JAPAN,M,41,Y
1992.03.10,1992-03-10,Unprovoked,AUSTRALIA,M,17,N
1992.03.28,1992-03-28,Unprovoked,USA,F,36,N
1992.04.09,1992-04-09,Unprovoked,SOUTH AFRICA,M,35,N
1992.04.24,1992-04-24,Unprovoked,NEW ZEALAND,M,0,N
1992.05.00,1992-05-01,Unprovoked,MEXICO,M,0,N
1992.05.22,1992-05-22,Unprovoked,REUNION,M,0,Y
1992.05.31,1992-05-31,Unknown,USA,M,45,Y
1992.06.00,1992-06-01,Unprovoked,REUNION,UNIDENTIFIED,0,N
1992.00.00,1992-06-14,Unprovoked,FIJI,M,33,Y
1992.06.17,1992-06-17,Boating,JAPAN,UNIDENTIFIED,0,N
1992.06.19,1992-06-19,Unprovoked,VANUATU,F,21,N
1992.06.28.b,1992-06-28,Unprovoked,BRAZIL,M,0,Y
1992.06.28.a,1992-06-28,Unprovoked,REUNION,M,16,Y
1992.07.08.a,1992-07-08,Unprovoked,BRAZIL,M,0,N
1992.07.08.b,1992-07-08,Unprovoked,BRAZIL,M,0,N
1992.07.21,1992-07-21,Unprovoked,USA,F,42,N
1992.07.23,1992-07-23,Unknown,USA,M,0,Y
1992.08.00,1992-08-01,Unknown,USA,M,0,UNKNOWN
1992.08.17,1992-08-17,Provoked,USA,M,26,N
1992.08.18,1992-08-18,Unprovoked,USA,M,22,N
1992.08.21,1992-08-21,Unknown,USA,M,0,Y
1992.08.25,1992-08-25,Unprovoked,AUSTRALIA,M,17,N
1992.08.29,1992-08-29,Unprovoked,BAHAMAS,F,34,N
1992.09.00,1992-09-01,Unprovoked,USA,M,0,N
1992.09.10,1992-09-10,Unprovoked,BRAZIL,M,0,Y
1992.09.11,1992-09-11,Unprovoked,USA,F,18,N
1992.09.13,1992-09-13,Unprovoked,USA,M,20,N
1992.09.18,1992-09-18,Unprovoked,BRAZIL,M,0,N
1992.10.01,1992-10-01,Unprovoked,AUSTRALIA,M,28,Y
1992.10.11,1992-10-11,Unprovoked,BRAZIL,UNIDENTIFIED,0,N
1992.10.15,1992-10-15,Unprovoked,AUSTRALIA,M,0,N
1992.10.22,1992-10-22,Unprovoked,USA,M,28,N
1992.10.29,1992-10-29,Unprovoked,USA,M,40,N
1992.11.05.a,1992-11-05,Unprovoked,USA,M,18,Y
1992.11.05.b,1992-11-06,Unprovoked,USA,M,17,N
1992.11.11,1992-11-11,Unprovoked,USA,M,40,N
1992.11.12.R,1992-11-12,Unprovoked,FIJI,M,30,N
1992.11.14,1992-11-14,Boating,USA,M,46,N
